2	129-0035011-000-9	00729218	P	108
5	129-0003690-000-5	00686883	L	176
6	12900051750004	00690524	P	2090
9	129-0055267-000-8	00751263	P	80
13	129-0011414-002-9	00700645	L	173
16	12900212120006	00714042	P	109
30	129-0040956-006-3	01016995	L	187
32	129-0001845-016-9	00939522	P	113
33	129-0000667-002-6	00682220	L	179
42	129-0002652-016-9	00685451	L	116
46	129-0005509-006-8	00887644	L	185
52	129-0010986-005-2	00700085	P	119
53	129-0046469-000-3	00741992	P	120
68	129-0003908-002-9	00687277	P	124
73	129-0011844-058-1	00940416	L	170
76	12900092840095	00696982	L	208
78	12900055090050	00887643	P	126
82	129-0034697-000-3	00728877	P	213
86	129-0077392-002-6	00778375	L	128
88	129-0007949-004-7	00694505	P	129
90	129-0009307-002-3	00697032	P	130
91	12900170270009	00708881	L	218
99	129-0019341-000-4	00711548	L	132
101	129-0063214-000-6	00760110	L	75
104	129-0045272-002-8	00740686	P	133
110	12900065890002	00692410	P	135
113	12900917750016	00841042	P	239
118	129-0025192-000-1	00718420	L	240
121	129-0045381-000-0	00740811	L	96
126	129-0087781-062-8	00822613	L	245
127	129-0040878-000-1	00735875	P	139
128	129-0009091-017-1	00855271	P	140
131	12900243260045	00717496	L	63
137	12900437440007	00739030	L	1751
141	129-0011414-002-9	00700645	L	253
144	129-0018161-000-3	00710215	L	256
145	12900024280006	00684943	L	258
150	129-00007944-003-4	00694462	L	261
154	129-0043596-000-6	00738875	P	145
157	129-0004933-005-9	00690037	P	146
158	129-0022465-122-0	00886384	L	267
160	12900051750004	00690524	P	269
167	129-0028843-008-1	00895378	L	276
170	129-0014706-000-4	00705782	L	278
177	129-0029559-002-6	00966294	P	151
186	12900877810305	00822581	P	153
188	12900041230000	00687619	P	284
189	129-0001315-021-0	00683260	L	293
189	129-0001315-022-8	00683261	L	293
191	129-0021398-018-4	00819051	L	294
201	12900570330007	00753701	L	298
203	12900238470005	00716988	P	157
210	129-0001315-023-6	00683262	L	304
210	129-0001315-020-2	00683259	L	304
211	129-0001701-015-4	00683851	L	310
214	12900454450152	00740898	L	312
216	1290009659001	00697485	P	160
218	12900183670005	00710423	L	32
221	129-0036056-000-3	00730314	P	315
222	129-0004276-003-9	00688695	L	316
225	12900505160032	00865615	P	317
226	12900207670015	00713330	L	1752
234	12900007600006	00682333	L	321
235	129-0087781-054-5	00822605	L	326
241	129000046890279	01011309	L	331
243	129-0002039-009-8	00885163	L	339
246	12900409630007	00735967	L	333
248	129-0004173-104-9	00688026	L	340
250	12900150600001	00706158	P	335
254	12901001640204	00980569	L	338
256	129-0000876-017-1	00682531	P	345
261	129-0006648-000-1	00692506	P	349
263	12900319130064	00725751	L	37
266	12900284370000	00721906	P	1553
269	12900439200003	00739231	P	356
270	129-0028372-000-7	00721839	L	357
272	12900564510036	00998799	L	359
273	129-0011879-000-1	00701332	P	360
279	12900340970009	00728241	P	379
286	12900090230000	00696524	L	368
294	129000043910005	00689188	L	371
298	12900891750024	00833608	P	373
300	129-0062348-000-7	00759214	L	374
304	129-0087781-055-2	00822606	L	390
306	12900041730926	00688014	L	392
309	129-0087781-034-7	00822585	L	393
310	12900124820008	00702745	P	402
311	129-0059632-001-6	00833702	L	403
326	129-0008132-003-4	00883422	P	408
330	129-0027816-000-3	00721213	L	411
331	12900122700178	00986110	L	2141
332	129-0009005-019-2	00885986	L	416
334	129-0035106-000-5	00729317	P	417
336	129-0000920-004-5	00682667	P	419
349	129-0087871-009-0	00823407	L	430
353	129-0067830-000-1	00767773	P	432
353	129-0006447-000-4	00692247	P	432
356	129-0034168-004-5	00966309	L	434
359	129-0087781-044-6	00822595	P	437
360	129-0055501-005-3	00983024	L	438
373	129-0029952-000-3	00723599	P	449
376	129-0012699-000-7	00703263	L	452
377	129-0026100-000-0	00719382	P	453
378	12900213981143	00819047	L	2149
380	129-0072830-000-1	00773828	L	455
382	129-0087781-078-4	00822629	L	457
390	129-0004570-021-4	00987456	L	464
390	129-0004570-030-5	00987465	L	464
394	129-0031835-000-2	00725666	P	467
395	12900402290007	00735053	L	2153
398	12900421190006	00737219	P	2167
400	129-0052244-001-1	00821431	L	468
402	12900081960177	00695064	L	2170
405	12900149960003	00706090	L	471
406	12914001510421	50006717	L	2171
406	12914001511600	50006845	L	2171
411	129-0032981/001-0	00916003	P	473
412	12900288430024	00895372	L	3
413	129-0004328-002-9	00688876	P	475
417	129-0046423-008-1	00945562	L	479
423	12900606240006	00757420	P	2186
430	12900551790005	00751172	P	2188
435	12900076910062	01021538	L	2192
440	12900014110080	00843573	P	1123
442	12900077520001	00694005	L	491
447	12900338890011	00887593	P	2204
449	12900219110000	00714858	P	2201
452	12901004800011	00896599	P	2203
455	12900104440074	01019318	L	500
461	129-00123270015	00966440	P	505
462	12900026790051	00877754	L	2199
469	12900020390544	00885208	L	2208
469	12900020390239	00885177	L	2208
471	12900173370004	00709265	P	2206
483	12900090910211	00855275	P	2207
485	12901155470002	01024253	L	2211
486	12900026070181	00826986	L	2209
490	12900034270039	00686532	L	2210
493	12900247640002	00717968	P	2212
495	129-0058927-000-4	00755640	P	527
496	129-0000392-000-2	00681517	L	528
497	129-0004272-000-9	00688687	P	529
505	129-0008409-000-6	00695324	L	534
506	129-0010274-001-2	00698888	P	535
507	129-0033707-000-3	00727781	P	536
511	12900108900396	00895997	L	2216
515	129-000920-002-9	00682665	L	48
519	129-0017752-007-5	00709737	P	543
522	12900090360005	00696547	L	547
523	12900207670023	00713331	L	550
525	12900017010030	00683839	L	545
527	12900402591040	00735187	L	2219
532	12900062260001	00691937	L	2223
534	12900055560003	00691070	P	1206
535	12900219620016	00845261	P	552
537	12900034580361	00927311	L	2225
538	12914015390000	50035595	L	2228
539	12900169100001	00708659	L	558
540	12900103490095	00823023	L	2227
546	12900114870005	00700737	P	555
547	12900341000004	00728244	L	2244
553	12900385030008	00733261	P	563
554	12900030250092	01023413	L	2237
